DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
6/7/1977,Married,300k-500k,High-School,Self-Employed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Gin,The hulk,476.0,y
2/24/1965,Unmarried,,Post-Graduate,Employed,Believer,Prison Break,Ford,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,959.0,x
3/16/1993,Unmarried,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,Fox News,25-40 KM,1000-1500 KM,Action,Biology,Beer,wonder woman,382.0,y
11/9/1990,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Dexter,Ford,Female,French,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Vodka,Batman,864.0,y
10/27/1981,Married,0-100K,High-School,Unemployed,believer,Friends,GM,,NOISE,Rap,6 to 10,Rugby,White,MSN,60-80 KM,2000+ KM,Comedy,Art,Vodka,The hulk,1289.0,x
6/5/1983,Married,500k-700k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Comedy,History,Beer,The hulk,1353.0,y
11/25/1960,Unmarried,0-100K,,Self-Employed,Agnostic,Dexter,GM,Female,Italian,Hip-Hop,15-18,cycling,Red,CNN,25-40 KM,250-500 KM,Thriller,Maths,Vodka,Thor,553.0,x
12/24/1982,Unmarried,300k-500k,Graduate,Employed,Believer,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,Soccer,Green,BBC,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,650.0,x
10/26/1994,Married,100k-300k,Uneducated,Self-Employed,Believer,Narcos,Suzuki,Female,Indian,Rock,18-20,Rugby,purple,NOISE,0-10 KM,1500-2000 KM,Thriller,Maths,Non Drinkers,Thor,1242.0,y
6/29/1986,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Narcos,Ford,Female,Mediterranean,Rock,18-20,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Horror,Economics,Gin,superman,1217.0,x
6/19/1985,Unmarried,,,Unemployed,Agnostic,Breaking Bad,Wolkswagen,Female,French,Rock,18-20,cycling,purple,Associated Press,10-25 KM,2000+ KM,Historical,Commerce,,The hulk,912.0,x
7/4/1972,,0-100K,High-School,Employed,Atheist,Prison Break,Ford,Female,Italian,Rap,6 to 10,Rugby,White,Fox News,0-10 KM,0-250 KM,Romantic,English,Vodka,Ironman,1293.0,x
5/10/1962,Married,,Graduate,Employed,Atheist,how i met your mother,Toyota,Male,Italian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Thriller,Art,Non Drinkers,Thor,665.0,y
1/23/1961,Unmarried,0-100K,Uneducated,Self-Employed,Agnostic,Friends,Ford,Female,Italian,Rap,6 to 10,cycling,Green,New York Times,25-40 KM,1500-2000 KM,Historical,Art,Beer,The hulk,261.0,y
3/23/1978,,500k-700k,Uneducated,Self-Employed,Agnostic,Prison Break,Toyota,Male,Chinese,Heavy Metal,1 to 3,Cricket,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,467.0,y
7/11/1964,Married,,Post-Graduate,Employed,Atheist,Narcos,GM,Male,Lebanese,Classical,10 to 12,Baseball,purple,Associated Press,60-80 KM,500-1000 KM,Horror,Economics,Rum,superman,406.0,y
3/1/1970,Unmarried,0-100K,Post-Graduate,Employed,Agnostic,Narcos,Ford,Female,Italian,Hip-Hop,15-18,cycling,Orange,Reuters,60-80 KM,500-1000 KM,Action,Physics,Rum,wonder woman,733.0,x
2/24/1987,Unmarried,0-100K,Graduate,Employed,Believer,Breaking Bad,GM,Male,Chinese,Classical,10 to 12,Basketball,Red,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,689.0,x
4/20/1960,Unmarried,300k-500k,Graduate,Unemployed,Believer,How I Met your mother,Ford,Male,Lebanese,Heavy Metal,6 to 10,Soccer,Green,BBC,0-10 KM,0-250 KM,Comedy,Art,Gin,Thor,747.0,x
9/17/1979,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Audi,Female,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Beer,Batman,145.0,y
4/1/1986,Unmarried,,Uneducated,Unemployed,believer,Friends,Ford,Male,Italian,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,Beer,Thor,254.0,x
7/5/1982,Married,,High-School,Unemployed,Atheist,Big Bang Theory,BMW,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,60-80 KM,0-250 KM,Action,Physics,Non Drinkers,wonder woman,754.0,y
7/14/1964,Married,0-100K,Post-Graduate,Unemployed,Atheist,How I Met your mother,Ford,Male,Chinese,Heavy Metal,1 to 3,Baseball,Yellow,BBC,25-40 KM,1500-2000 KM,Comedy,Art,Non Drinkers,The hulk,214.0,x
12/1/1968,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Narcos,Audi,Female,NOISE,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Gin,Ironman,1350.0,y
3/30/1994,Unmarried,500k-700k,Graduate,Self-Employed,Believer,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,The hulk,459.0,x
4/25/1967,Unmarried,300k-500k,High-School,Employed,Believer,Narcos,Audi,Male,Thai,Country,12 to 15,Basketball,Red,Reuters,25-40 KM,250-500 KM,Historical,Commerce,Rum,The hulk,487.0,y
10/9/1965,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Audi,Female,Indian,Rock,18-20,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Beer,Batman,613.0,x
7/28/1962,Married,500k-700k,High-School,Self-Employed,believer,Game of Thrones,Toyota,,Chinese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,Vodka,superman,416.0,x
10/6/1990,Married,500k-700k,Post-Graduate,Employed,Agnostic,narcos,BMW,Male,NOISE,Classical,10 to 12,Cricket,Red,Reuters,25-40 KM,500-1000 KM,Action,Physics,Rum,wonder woman,638.0,x
3/5/1981,Divorced,,Graduate,Employed,Agnostic,How I Met your mother,Suzuki,Female,Italian,Rap,6 to 10,Swimming,Black,Fox News,10-25 KM,250-500 KM,Action,Biology,Gin,wonder woman,928.0,x
8/19/1965,,300k-500k,Post-Graduate,Unemployed,Agnostic,Friends,Audi,Female,French,Rap,6 to 10,Swimming,White,MSN,40-60 KM,2000+ KM,Thriller,Biology,Vodka,Thor,534.0,y
6/7/1995,Unmarried,,High-School,Unemployed,Believer,Flash,Toyota,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,,spiderman,1215.0,y
6/10/1994,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Narcos,Ford,Male,Chinese,Classical,10 to 12,Soccer,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Gin,Ironman,226.0,y
11/24/1971,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Dexter,Suzuki,Female,Italian,Hip-Hop,15-18,Soccer,Red,Reuters,60-80 KM,250-500 KM,Thriller,Maths,,Thor,1252.0,x
3/8/1993,Married,,Post-Graduate,Unemployed,Atheist,Narcos,Nissan,Male,Lebanese,Country,12 to 15,Baseball,Orange,Reuters,60-80 KM,1000-1500 KM,Romantic,Commerce,Rum,Ironman,202.0,x
3/20/1984,Unmarried,300k-500k,Post-Graduate,Self-Employed,Agnostic,Big Bang Theory,ford,Male,Lebanese,Classical,10 to 12,volleyball,Orange,Reuters,60-80 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,496.0,x
9/29/1989,Married,300k-500k,High-School,Unemployed,Agnostic,Big Bang Theory,Wolkswagen,Female,Italian,Hip-Hop,15-18,Cricket,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,1472.0,x
8/18/1980,Unmarried,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Male,Mexican,Light Metal,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,1176.0,x
7/18/1981,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Breaking Bad,Wolkswagen,,French,Rock,15-18,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,Beer,Ironman,1412.0,y
11/29/1986,Married,,High-School,Self-Employed,Believer,Friends,BMW,Female,NOISE,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Beer,wonder woman,666.0,x
4/6/1971,Unmarried,100k-300k,High-School,Self-Employed,Agnostic,Friends,Suzuki,Male,Chinese,Heavy Metal,1 to 3,cycling,Green,New York Times,60-80 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1286.0,y
8/1/1988,,300k-500k,High-School,Employed,Agnostic,Game of Thrones,Ford,Female,Indian,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Vodka,Batman,77.0,y
1/14/1976,,300k-500k,Graduate,Self-Employed,Believer,Dexter,Audi,Male,Thai,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,929.0,x
2/7/1992,Unmarried,,Graduate,Employed,agnostic,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,cycling,Black,Fox News,40-60 KM,1500-2000 KM,Drama,Chemistry,Non Drinkers,Batman,361.0,x
11/27/1976,Married,300k-500k,Uneducated,Unemployed,Believer,Prison Break,daimler-benz,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,,Ironman,976.0,y
9/13/1962,Married,,Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Chinese,Heavy Metal,1 to 3,Basketball,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,226.0,y
6/22/1965,Unmarried,700k-1 Million,Uneducated,Unemployed,Believer,Friends,Daimler -Benz,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,Fox News,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,1143.0,y
4/11/1994,Unmarried,300k-500k,Graduate,Unemployed,Agnostic,Big Bang Theory,Audi,Female,Indian,Rock,18-20,volleyball,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Non Drinkers,spiderman,477.0,y
3/3/1992,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Historical,Civics,Whiskey,Ironman,734.0,x
3/10/1979,Married,300k-500k,Uneducated,Unemployed,Agnostic,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Cricket,White,Fox News,40-60 KM,2000+ KM,Romantic,English,Beer,Ironman,140.0,y
8/8/1961,Married,,Post-Graduate,Unemployed,believer,Prison Break,Toyota,Female,Mediterranean,Rap,6 to 10,Rugby,Black,Fox News,25-40 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,597.0,y
8/17/1967,Married,500k-700k,High-School,Employed,believer,friends,BMW,Male,Mexican,Light Metal,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,712.0,y
7/21/1973,Married,300k-500k,Graduate,Unemployed,Agnostic,Prison Break,Wolkswagen,,Italian,Rap,6 to 10,Cricket,Black,New York Times,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,683.0,y
9/7/1979,,100k-300k,Graduate,Self-Employed,Agnostic,Prison Break,Suzuki,Female,French,Rap,6 to 10,Cricket,Black,New York Times,40-60 KM,2000+ KM,Thriller,Biology,Whiskey,Thor,541.0,y
12/12/1973,Unmarried,,Uneducated,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Country,12 to 15,Soccer,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,1184.0,y
6/15/1977,,300k-500k,Uneducated,Unemployed,Believer,sherlock,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Biology,Non Drinkers,Batman,93.0,x
6/27/1969,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Narcos,Honda,Male,Lebanese,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Gin,wonder woman,86.0,y
1/21/1988,Married,0-100K,Uneducated,Unemployed,Agnostic,Big Bang Theory,Ford,,Thai,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,NOISE,277.0,x
1/21/1982,Married,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Beer,Thor,236.0,x
9/22/1986,,300k-500k,,Self-Employed,believer,Dexter,Daimler-Benz,Male,Chinese,Classical,10 to 12,Rugby,Blue,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,Beer,wonder woman,688.0,x
12/29/1968,,500k-700k,High-School,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,12 to 15,Basketball,Blue,CNN,25-40 KM,250-500 KM,Action,Physics,wine,wonder woman,46.0,x
7/21/1986,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Prison Break,Ford,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,968.0,x
1/10/1984,Married,0-100K,,Self-Employed,Atheist,Big Bang Theory,Ford,Male,Mexican,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Non Drinkers,Batman,959.0,y
3/21/1995,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Beer,Thor,151.0,x
6/22/1970,Married,700k-1 Million,Graduate,Employed,agnostic,Friends,Jaguar,Female,Indian,Rap,6 to 10,Cricket,Black,Fox News,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,336.0,y
9/3/1991,Married,300k-500k,Graduate,Employed,Believer,Friends,Ford,Male,NOISE,Heavy Metal,1 to 3,Rugby,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,855.0,y
10/28/1994,,300k-500k,High-School,Self-Employed,Agnostic,sherlock,Audi,Female,Indian,Rap,6 to 10,Cricket,Black,New York Times,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,799.0,y
12/11/1969,Divorced,300k-500k,Uneducated,Unemployed,Agnostic,Friends,Toyota,Male,Thai,Heavy Metal,6 to 10,Swimming,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,1226.0,y
11/3/1967,Married,,Post-Graduate,Unemployed,Atheist,Flash,Ford,Male,Mexican,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,wine,The hulk,1353.0,y
5/7/1979,Married,100k-300k,High-School,Unemployed,Believer,Narcos,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Red,Reuters,25-40 KM,250-500 KM,Action,Maths,Rum,Thor,350.0,y
11/2/1994,Unmarried,100k-300k,Post-Graduate,Unemployed,Agnostic,Prison Break,Suzuki,Male,Thai,Heavy Metal,6 to 10,volleyball,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,1008.0,x
8/1/1992,Married,500k-700k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Mexican,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,950.0,y
4/7/1977,Married,,Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,wine,spiderman,69.0,y
3/25/1986,Divorced,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Wolkswagen,Male,Thai,Country,12 to 15,Swimming,Orange,Associated Press,60-80 KM,1000-1500 KM,Comedy,History,Rum,The hulk,721.0,x
8/30/1979,Married,300k-500k,Graduate,Unemployed,Believer,Breaking Bad,Daimler-Benz,Female,French,Rock,15-18,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,311.0,x
1/12/1985,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Prison Break,Ford,Male,NOISE,Heavy Metal,1 to 3,volleyball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,417.0,x
7/19/1980,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Breaking Bad,Ford,Female,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Beer,The hulk,1492.0,y
10/10/1979,Unmarried,100k-300k,High-School,Employed,Believer,Friends,honda,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,696.0,x
1/13/1992,Married,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,0-10 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,335.0,y
4/15/1971,Divorced,500k-700k,,Self-Employed,Agnostic,Big Bang Theory,BMW,Female,French,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,833.0,y
11/6/1979,Married,300k-500k,Graduate,Unemployed,Atheist,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Beer,Thor,280.0,x
6/29/1985,,300k-500k,Graduate,Employed,Atheist,How I Met your mother,Ford,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,10-25 KM,,Horror,Chemistry,Gin,superman,1484.0,y
5/5/1980,Married,100k-300k,Uneducated,Employed,Agnostic,Breaking Bad,Ford,Male,Mexican,Country,12 to 15,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Physics,wine,NOISE,1164.0,y
10/14/1971,,700k-1 Million,Graduate,Unemployed,Believer,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Romantic,Commerce,,Ironman,953.0,x
12/23/1986,Married,100k-300k,Uneducated,Employed,Believer,Prison Break,Suzuki,,Mexican,Light Metal,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,465.0,x
8/7/1984,Unmarried,0-100K,,Employed,Agnostic,Prison Break,gm,Male,Thai,Heavy Metal,6 to 10,cycling,White,MSN,25-40 KM,1000-1500 KM,Horror,Chemistry,Whiskey,superman,354.0,y
5/3/1973,Unmarried,0-100K,Uneducated,Employed,believer,prison break,GM,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,739.0,y
6/22/1967,Married,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Italian,Rap,6 to 10,Rugby,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,wine,Thor,751.0,y
2/12/1984,,300k-500k,Uneducated,Self-Employed,Agnostic,Prison Break,Wolkswagen,Male,Chinese,Heavy Metal,1 to 3,cycling,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,760.0,y
6/21/1979,Married,0-100K,,Unemployed,agnostic,Narcos,GM,Male,Italian,Hip-Hop,15-18,Baseball,Orange,NOISE,60-80 KM,0-250 KM,Historical,Commerce,Gin,The hulk,891.0,y
5/25/1983,Married,100k-300k,Uneducated,Unemployed,Atheist,Friends,Nissan,Male,NOISE,Rap,6 to 10,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,wine,superman,745.0,x
9/30/1977,,300k-500k,High-School,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,,French,Hip-Hop,15-18,Baseball,Red,CNN,25-40 KM,250-500 KM,Action,Physics,Beer,wonder woman,315.0,y
8/6/1988,Unmarried,500k-700k,Graduate,Self-Employed,Believer,Breaking Bad,Toyota,,Indian,Rock,18-20,Basketball,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,1205.0,x
2/24/1994,Married,0-100K,Uneducated,Self-Employed,agnostic,Breaking Bad,GM,Male,Lebanese,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Drama,Physics,wine,Batman,1177.0,x
8/30/1978,Married,,Uneducated,Unemployed,Believer,Friends,daimler-benz,Female,French,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Beer,wonder woman,684.0,x
1/17/1972,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Rugby,Red,NOISE,60-80 KM,500-1000 KM,Horror,Economics,Beer,spiderman,460.0,y
8/21/1995,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Narcos,BMW,Female,Mediterranean,Rock,20+,Soccer,Red,Reuters,25-40 KM,500-1000 KM,Romantic,Commerce,Rum,Ironman,1220.0,x
1/25/1964,Unmarried,700k-1 Million,Graduate,Employed,Believer,How I Met your mother,Daimler -Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,1472.0,x
5/19/1993,Unmarried,500k-700k,Graduate,Unemployed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Beer,wonder woman,1416.0,y
1/23/1977,Unmarried,0-100K,Graduate,Employed,Believer,Big Bang Theory,Ford,,NOISE,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,120.0,x
4/1/1960,Married,100k-300k,High-School,Unemployed,Atheist,Prison Break,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Baseball,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,,Batman,457.0,x
11/14/1968,,0-100K,High-School,Self-Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Basketball,Black,Fox News,60-80 KM,2000+ KM,Action,Biology,Vodka,wonder woman,215.0,y
5/18/1992,Married,300k-500k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Lebanese,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,640.0,y
10/21/1993,Married,500k-700k,Post-Graduate,Self-Employed,believer,Prison Break,BMW,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,227.0,x
12/27/1976,Unmarried,300k-500k,,Unemployed,Agnostic,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,cycling,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Physics,Beer,spiderman,893.0,y
9/4/1973,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Narcos,Wolkswagen,Male,Lebanese,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,132.0,x
7/13/1973,Married,0-100K,Post-Graduate,Self-Employed,Believer,How I Met your mother,Ford,Female,French,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Romantic,Civics,Non Drinkers,Ironman,49.0,x
9/23/1979,Unmarried,500k-700k,Graduate,Unemployed,Believer,Friends,BMW,,Mexican,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1473.0,y
7/16/1970,Married,500k-700k,Post-Graduate,Employed,Atheist,Game of Thrones,Toyota,Male,Mexican,Country,12 to 15,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Economics,Vodka,spiderman,323.0,y
7/25/1986,,300k-500k,High-School,Employed,believer,Breaking Bad,Wolkswagen,Female,Mediterranean,Rock,20+,Soccer,Orange,Associated Press,60-80 KM,0-250 KM,Drama,Physics,Beer,Batman,104.0,x
8/30/1976,Unmarried,700k-1 Million,High-School,Employed,Believer,Narcos,Audi,Female,Indian,Rock,18-20,Basketball,Red,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Non Drinkers,Ironman,1184.0,x
6/8/1992,Married,0-100K,Uneducated,Unemployed,Believer,Prison Break,Ford,Male,Thai,Heavy Metal,6 to 10,Rugby,White,MSN,10-25 KM,250-500 KM,Romantic,English,Whiskey,Ironman,561.0,x
5/8/1986,Married,100k-300k,Graduate,Employed,atheist,Narcos,Suzuki,,French,Rock,18-20,Baseball,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Rum,The hulk,529.0,y
5/7/1995,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Toyota,Male,Thai,Light Metal,6 to 10,Rugby,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,1098.0,x
9/22/1971,Unmarried,500k-700k,Uneducated,Employed,Believer,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Soccer,Blue,CNN,25-40 KM,500-1000 KM,Thriller,Maths,Beer,NOISE,1155.0,y
4/26/1981,Unmarried,500k-700k,,Self-Employed,Believer,Narcos,Daimler-Benz,Female,Indian,Rock,18-20,Basketball,Red,CNN,25-40 KM,0-250 KM,Thriller,Maths,Gin,Thor,1074.0,x
1/6/1960,Married,300k-500k,High-School,Self-Employed,Believer,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,,spiderman,182.0,x
12/12/1968,Unmarried,,High-School,Self-Employed,agnostic,Breaking Bad,Ford,Male,Thai,Country,12 to 15,volleyball,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1498.0,y
5/21/1979,Married,,Post-Graduate,Unemployed,Atheist,Flash,Nissan,Male,NOISE,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Historical,Civics,Rum,The hulk,815.0,x
4/7/1991,Married,500k-700k,High-School,Unemployed,Atheist,How I Met your mother,Toyota,Female,French,Rap,6 to 10,Rugby,Green,New York Times,40-60 KM,2000+ KM,Comedy,Art,,Thor,1377.0,y
5/24/1995,Married,,Graduate,Unemployed,Believer,How I Met your mother,Suzuki,Female,Mediterranean,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,448.0,y
